NODE_KEY,PRODCUT_ID,TYPE_CODE,CATEGORY,DESC_GUID_NODE_KEY,SUPPLIER_GUID_NODE_KEY,TAX_TARIF_CODE,MEASURE_UNIT,WEIGHT_MEASURE, WEIGHT_UNIT, CURRENCY_CODE,PRICE,WIDTH,DEPTH,HEIGHT,DIM_UNIT
a6e3e998-c986-45c0-9c92-4fee6954048d,01J3B94G0RFZBWS7NB0M2NJPJZ,PT,Brass,cd7c9049-6865-48df-859f-99e0d68df2d4,1e71f402-7a87-448a-9e0e-c02b005f45b0,53808-0653,KG,62,KG,EUR,1,100,91,95,CM
fa73dd80-0b4d-48d3-a45b-f65bb7f23e1a,01J3B94G0T0AV3YNT1Q9HXXAF6,US,Glass,7aa2c1cc-4748-4191-ad89-804357e72fbd,7a3e3132-6875-4b28-afa9-3ab82fde2a03,36800-358,KG,68,KG,USD,62,2,16,44,CM
7a999891-90a8-4b2d-a1ba-7747e218b56f,01J3B94G0VBY2PN2T1NBSKFWD1,ID,Plexiglass,85b7c250-3696-43f9-bc71-2bcacfd841d0,b6ca71b1-90d3-4a6b-8d26-432e531f5d2f,11084-131,KG,74,KG,IDR,48,83,11,71,CM
961f354d-2201-4ab3-9b10-0225fcdcb501,01J3B94G0XPADQGBFXCG95B57X,CZ,Plastic,db90923e-a1c0-4ca9-b96f-a892ff2345ed,125a6a42-f79a-4018-9692-4fceaabfd069,50845-0038,KG,77,KG,CZK,42,86,43,64,CM
27cd997e-afa0-47a6-a202-bc309863ed37,01J3B94G0Z8N4RR5B44A11QCR2,ID,Wood,9ba2df4d-b9b0-4950-8895-d9a55e521438,06cf06cc-714e-4350-bba5-3c1b13f2e213,53345-002,KG,9,KG,IDR,22,44,100,13,CM
187f8553-66c3-4007-8126-b67b8eea2981,01J3B94G11FWC48D9E75S0AGMA,NG,Stone,c3cfbfda-f967-434b-848f-5e74c062b28a,7d958bac-d66e-4c3f-8070-cc032e471ce9,50845-0150,KG,65,KG,NGN,33,12,52,3,CM
f1c83e55-8f7d-4d09-959f-90a28b4e234e,01J3B94G12GMNJXJR07V5YPR9G,GB,Brass,da064bdf-de8a-4854-844f-685a6ed02d9e,df6ceea8-8b72-42a8-ba73-bb230f382e8a,51346-171,KG,75,KG,GBP,5,51,14,22,CM
55081835-58e4-4eaa-936f-0fa81aa2f5a9,01J3B94G14T0A6YF3GWG7ZD66N,XK,Granite,014b3f86-d415-43a6-a342-cfb9cb19e4f8,23c84474-72f1-4bfc-8cd2-dfb15518b35a,54868-6325,KG,63,KG,EUR,9,67,74,83,CM
3a2a38a6-23dc-4fe5-b607-1542519c7065,01J3B94G16BZDCTAHFT0WHYPGK,FI,Brass,aa90e158-06ab-4374-a1d0-e98d82057377,361c756a-1a18-462a-8189-07e1ca3510a0,0781-2696,KG,66,KG,EUR,42,37,20,57,CM
9053e28f-d8f1-4a3a-95e1-be3aabff5717,01J3B94G178QF97TGTAH7G9FNM,CN,Vinyl,95829966-04fc-4e64-8868-f22d1191202d,361aad26-8d76-462d-bffc-bb9e1500f24c,0268-0708,KG,86,KG,CNY,55,5,60,61,CM
54651240-1d1f-4b4e-a306-f2a9538fd9a6,01J3B94G19VWM8WG93EQ4MPSY3,CN,Plastic,45b755ab-1ded-4a43-acf2-abc66ad1e371,ab2a1fec-583a-4d06-b0a8-ca2be9599e2c,59427-008,KG,16,KG,CNY,49,96,14,46,CM
e38ae47d-0937-441a-afaa-6b2cb97b79ae,01J3B94G1BX7YJMV8N8WYHXQMW,CN,Stone,14227be7-0b58-4bd0-96fa-cd39a24888fe,a3dcb28c-03fa-4dc8-ba68-f276068de985,63629-3408,KG,26,KG,CNY,53,97,16,95,CM
aaed9040-e305-4b7b-afec-075dc3653b73,01J3B94G1CMYSC5GGQWPRVR7M8,PH,Stone,ed63bd50-e211-43bf-b2d9-339a2baf6fef,5581e5c5-516b-4ddb-8b43-05fb0f0fec3e,43419-360,KG,68,KG,PHP,87,71,85,95,CM
22d01dac-b611-4dd9-80d0-5980a4a92e37,01J3B94G1EC5G4C17GSWJ1BS4X,PT,Glass,27120d79-16a9-4097-a7b7-6a99eeb30a9b,9625b8bb-faa4-402c-968c-9a459b93dabe,59762-1520,KG,10,KG,EUR,81,3,45,75,CM
c9e3a3a1-8d33-43f0-adcd-e20a16adc833,01J3B94G1GNV16GHJ5ARJTQ5S5,JP,Plastic,3a3e172b-da87-4039-bcc5-985e2636a945,412bad3b-5de3-4aae-964a-3a377cb5b974,57520-0004,KG,68,KG,JPY,11,37,67,99,CM
f2f19a23-ba5a-4936-8eeb-d21fa4f21e4c,01J3B94G1HG50C8QE0E1NGGHS5,PH,Aluminum,7668d9c3-33fa-4f4c-8a47-9646938b4a55,747b2d6a-3e87-42cc-ae6e-cf815e323cde,68382-122,KG,15,KG,PHP,97,21,47,55,CM
310f222e-d3aa-4641-aabb-54e23f2f2558,01J3B94G1K25MDNSKJJDFH5K5D,CN,Brass,4721e54e-3a0c-4e09-a049-f111bab31746,1f7d9b09-3454-4030-804f-0e9174eed251,42126-5200,KG,42,KG,CNY,4,42,46,1,CM
3553ff25-c3e4-436a-901c-84a641f535c4,01J3B94G1NWT5HTF8Y79S69KNS,AL,Brass,2d51f9c7-5302-4bcf-a2e3-bb1faf10b475,abcce404-c440-4de5-9f24-8c8b58608549,68001-259,KG,12,KG,ALL,68,76,89,34,CM
664ea6ff-e1a6-45f0-a12c-b395580bd790,01J3B94G1P9JFVA50Q9JADE1R5,PT,Vinyl,e1595df2-540b-4b30-95a7-3a356490d787,a47ac3ed-677e-4835-a37a-f33b9c65a8b7,59726-230,KG,50,KG,EUR,85,63,3,70,CM
975d59e5-c38b-4fe8-a243-764cd2e1d630,01J3B94G1R7NP0ECKXSMM2EHH4,CN,Granite,573713f4-cc63-4fff-bbb3-706afca0f362,4d3bd42a-a318-41be-acc6-08a745991ed0,59779-987,KG,73,KG,CNY,28,28,73,60,CM
0e185a61-37ef-4d5b-8b27-e622473aab83,01J3B94G1TAV565CY92JKKJVBQ,IE,Stone,7ec5c35c-c021-4d15-b5d8-21a0ad401c3b,a729d9f4-e4e5-4974-ba6c-818e37b41ff6,0280-6080,KG,19,KG,EUR,13,24,8,45,CM
45aaac57-2587-4476-ac95-62eac18f31cf,01J3B94G1V1RPJN0P9VGD5428Y,AR,Granite,955eb9c2-5269-4f4a-a055-e0402e24157c,20f2725b-0f63-4c7a-a23f-a2bf34183f87,54575-947,KG,91,KG,ARS,56,39,62,79,CM
22053f54-757d-4a1a-bd50-bf964e4b3866,01J3B94G1XHKSQ68XDJ9RX20QQ,CN,Rubber,c989bc00-1aae-4932-9433-944dd8f77b8d,ead53938-452b-424d-8cbb-bd918e70c2df,68788-0169,KG,66,KG,CNY,49,65,42,42,CM
6d93a466-e2d3-4c44-99c8-915e4fde1982,01J3B94G1Z91CVF7VK7G3AS0CT,PT,Wood,791c69df-ed1d-4284-b1a5-6773c245aad5,4b3611b6-8429-4aa2-8905-16902bd65220,0781-5637,KG,40,KG,EUR,60,94,80,78,CM
f06c592d-908e-445d-b72e-9dca8b9e5515,01J3B94G21RS7C6J7J0S3SXYTZ,PG,Wood,6f72523b-a56d-4877-9ba2-d050ac6510bb,4e3e4aa3-1aa0-49bb-aa3a-6ae065dd3857,48951-1174,KG,96,KG,PGK,32,3,57,9,CM
a7e70877-8cd5-46f4-9526-ac24794caaa1,01J3B94G22T3FSPS4AA6C1WTV6,PH,Granite,d6f0f9fd-fc9f-48f1-9896-196ca1f9c064,1cefdbf0-4609-4b4c-adac-146bc55d0be3,0904-5941,KG,25,KG,PHP,20,32,56,91,CM
21bed1ea-759d-4952-8645-d6af08afbad0,01J3B94G24F2VRJZ3GYXE0KWA8,PL,Brass,2a870167-58b7-4d3a-bf81-79126c411df9,c166e5d7-b09f-491a-a469-c98fb5d66f92,76436-203,KG,22,KG,PLN,34,19,75,83,CM
39d7567f-547c-4437-9fa6-8c4b62ea3381,01J3B94G25H0WA934115VM81H2,CN,Plastic,795fc442-e69b-4761-ad89-d56c77074f97,d66e5bca-5e5f-4959-827e-4f884e3947ae,68788-9504,KG,43,KG,CNY,84,86,75,100,CM
1ba07adc-54c9-4cca-82b0-3d1ebb707528,01J3B94G27790GF82SHH1Q7CJQ,CN,Vinyl,f5f68f88-9be5-4c3d-b9ed-eed2af429c9a,52d3d6c1-4d90-47b8-8bb4-02b2b7e833bf,62756-313,KG,49,KG,CNY,11,74,76,27,CM
8c696504-3978-490a-b610-ac64fb4c1525,01J3B94G29952JK83WB7C2CFK0,CN,Plastic,430a26d6-2054-4d04-8365-9a0e3f99f4d9,13cf6844-8f57-4ee5-a941-23f98a848e7a,52083-713,KG,12,KG,CNY,78,18,27,57,CM
9bc3ddef-d3f1-4c54-b85b-ed446e02e7a2,01J3B94G2A3BZRDY8RZB88E77A,NE,Brass,f7f55c74-5eea-43ce-8c6b-b70a14c5c8b5,caed69c6-8675-4142-8d13-3c37464e8571,63824-362,KG,72,KG,XOF,7,79,37,41,CM
5bf80341-0cc2-40bf-b2cb-3de480d2174f,01J3B94G2CED1XS5N95GK4A2ZN,HT,Plexiglass,add68ec8-acb3-46ae-9d97-5e8787e3248b,015704cf-dc35-499d-b34b-b307a79f633f,52124-4002,KG,12,KG,HTG,46,25,85,47,CM
3a0455f0-1b8e-4d08-9046-f1163a2f406e,01J3B94G2EBC68FBBEJJ8B9N18,ID,Stone,c417cf7f-4f76-4777-9511-8eac74d7af36,fc669d24-c081-4f02-8d00-a69c05a2a058,58930-060,KG,25,KG,IDR,28,41,5,70,CM
e5d214d2-1779-4dd4-9e09-ff3ad5d146ff,01J3B94G2FXSN1HWHDYSH7GJDD,SA,Glass,2e5c325f-c6c1-4d36-8083-06301e88c83f,65ed021e-0ad8-4063-867f-14ccb37630ee,63868-938,KG,93,KG,SAR,76,10,71,74,CM
797a55ed-ed66-47ee-a423-da1a01043350,01J3B94G2HCGCHMQQQA8S05KC0,CN,Vinyl,ced36dde-2ab8-45b5-85bf-2d21e31fe6ad,83e9129a-f4f9-432b-9c5f-e171b8029120,25543-012,KG,28,KG,CNY,65,82,28,43,CM
47745caf-8679-481d-9752-0cc3a0085cb2,01J3B94G2K76CG2NF9KBKDY12Y,US,Stone,03f55b83-86e1-4bfb-9808-0a3e2ad77620,0a4d3dc8-4ef7-44e7-9a75-15eb94f99ee9,61722-165,KG,40,KG,USD,89,62,31,1,CM
d0bf64e8-7a55-45eb-a7a0-1737320f49e9,01J3B94G2M616TNA1108M96GDQ,TH,Plexiglass,cf060542-6784-430c-ab38-e12a98592313,9a8ba8d9-38b7-4672-a3a3-aaf78065b99a,64406-804,KG,88,KG,THB,2,37,23,54,CM
49818eaa-8650-4499-814c-afd4f4278cf7,01J3B94G2PPZ068AJM4MP7WS7H,PT,Granite,db51dc7a-7a87-4bb1-add9-f6ed3aba10e9,227435aa-2607-48b8-95ac-bdbbf3bbc960,55154-3480,KG,43,KG,EUR,22,53,74,63,CM
df68c6f8-2b69-4dc8-b53f-8b9fe235dbc9,01J3B94G2R3TQ94J3E33MP46WX,CM,Granite,5b9b44c9-801a-4d2f-aeed-32157edf1e2b,6ea0a234-bc02-4967-a7c8-bf81edb2b1f6,62756-224,KG,3,KG,XAF,15,33,56,64,CM
a25f7deb-a6f0-4669-95f1-230d004bb918,01J3B94G2TCKDCP6FMHCBZFWJ1,CN,Rubber,24119c87-1258-444b-916e-791d79eae6a9,9422cbe1-806b-47cf-9ee8-c1473bec0052,66530-253,KG,65,KG,CNY,74,66,18,35,CM
47f7eb9c-3876-4590-8ed4-4f35fa4448e4,01J3B94G2V3MN311RYC80XMDX8,RU,Glass,41e4de26-764b-4720-8a1a-f960079dffe7,003a931e-5321-49b5-b1f2-c5cfa50ac125,33261-683,KG,93,KG,RUB,24,97,82,96,CM
4468bd92-be9d-49a5-8cc9-ab4acc3b9f2a,01J3B94G2X74ZTQCQQSXEZSRFN,VN,Glass,9b37eb50-0e5e-4a51-9619-e629881bd8b3,febd389b-c777-4379-a6e9-153684b567be,62756-430,KG,72,KG,VND,79,20,3,55,CM
b4b8d178-52a6-49f2-8d01-12f42a9cd290,01J3B94G2ZM1P6HP98JMRTNBTP,PH,Granite,443af3f1-c5a2-4bf1-98c9-f2f5f36adac6,8b82ed6f-b18b-4632-b419-d327533d55ff,55138-006,KG,11,KG,PHP,54,8,21,1,CM
1a1da15d-3660-41da-a422-0724ecf3f672,01J3B94G301CEFYYR4BRK0C8RC,IL,Plexiglass,cba53476-6975-486a-af31-d9b8f5e57e58,cdbc98fe-7218-4fbc-8136-18a00e2ece5e,44183-880,KG,28,KG,ILS,55,39,20,54,CM
11f54b60-bbe3-4ac5-8fa7-3c54bc999721,01J3B94G32ZWK9WZ8ZFHGPPWRH,GR,Plastic,c21363d5-f0fa-4d31-ae9e-380f38226a0d,c469c4a7-5fb3-4e10-b0dc-c2ddb3048aec,54569-1889,KG,97,KG,EUR,89,78,98,13,CM
00b9e30c-8026-4b13-9515-2cf900ee409a,01J3B94G355HZK1WPWRW38MWKG,CN,Plastic,9be3b01c-e974-4618-aa6c-d308ab5e596b,b7e3d976-b776-43f5-b507-83e07c93d9dc,30142-445,KG,56,KG,CNY,47,80,55,45,CM
151d97c0-4ff4-42d0-9cea-d007ecf9e16d,01J3B94G37YP8MTBA0JW6ERFB5,IL,Vinyl,dec124fa-9de0-414e-b338-290d7f3af02d,072a9fc9-2d4e-4c44-bad4-eaacc329d8b5,0832-7123,KG,3,KG,ILS,30,79,10,3,CM
cd01ee10-554e-4355-b7b2-2112dfffab12,01J3B94G38W40391AW7TDJG3CM,BR,Brass,9bc21a6b-2ee1-4078-b7ac-c339e52d50ad,f2bb99a9-bbbf-4eb2-804d-c31be02cf11b,64679-412,KG,96,KG,BRL,99,48,40,37,CM
c4c455c5-ccde-4d8b-a93e-5d2ab0f7e12c,01J3B94G3AP7W46BGRMNNK5ER5,JP,Steel,db70727e-52c6-4d28-9f29-a059240b2b6f,4195214d-c8a7-493d-93bc-46ad85213f23,24236-602,KG,95,KG,JPY,52,24,20,8,CM
a49b3c01-b7d3-4fce-82e5-d50bfbc4fc78,01J3B94G3C11YYH9765R332EM7,CN,Granite,7d1935a6-6a03-4d97-b9a3-c2682a2f73b0,422be070-fe99-44db-b6b7-0233a8548dff,24208-314,KG,26,KG,CNY,59,76,9,32,CM
51207eb4-e8c6-4f3b-8f65-4640cfb0615e,01J3B94G3DVT6CXKQ9ZJFWAVK1,PS,Stone,9f3ef80d-6adf-4353-afec-668001943eb7,db4340bd-d78a-41b4-9def-15eec86de114,54557-0001,KG,50,KG,ILS,85,94,18,50,CM
e20d9f37-1b53-4a42-9452-4461bd2c0576,01J3B94G3FCH3YMJ47EAYVJ2VX,BD,Rubber,22b07af3-d7a2-493c-b534-045b921493e2,bfe42b60-419c-4fad-98dc-6dc23ca184f4,30142-517,KG,18,KG,BDT,42,15,73,27,CM
09bd74b7-e61c-40e3-b060-327ad1186488,01J3B94G3JD2M4SR6PV8YT2MGP,FR,Stone,5897fc91-92de-4946-ae9b-0b3f3f5efd0a,ccee9926-1ac0-4b31-8c8b-58ad4d003946,54868-1591,KG,37,KG,EUR,14,14,6,80,CM
66ac9a28-e3e1-4847-a5f5-55aa77c96448,01J3B94G3KCTXH6Z8HGX9KDR9H,FI,Brass,b37347e2-0d11-47f2-a458-2c5f8af3c9af,9ae49a4d-0141-4bc4-a813-da41779afb1f,55154-9410,KG,82,KG,EUR,63,81,90,47,CM
6857845c-df65-49b3-80eb-8077ececfe71,01J3B94G3N1HT0X710KZSJ3N3G,US,Aluminum,865f92f7-4264-45fb-8a8a-5d62e2d722a6,a19dd9e7-fc32-4d99-ad11-0a7a750251f9,43689-0009,KG,81,KG,USD,10,5,42,27,CM
eee270b0-d848-406a-8390-c284124d7f7b,01J3B94G3Q8DJMGXXFHB98WECZ,FR,Brass,ebb136d0-4a13-494f-926f-c230a53932ba,43006cd7-eb06-425b-8530-2d82f2194ecf,13537-132,KG,25,KG,EUR,38,25,98,30,CM
fc5df0c5-4144-4b3a-bc8d-654dd11c8942,01J3B94G3R9VN0NSP4FSD3ZVDS,XK,Plastic,ae43fa55-d2b6-4074-9d36-94fd293eef06,4aaf6d12-47be-4ada-a1f8-5c15026b79f7,52667-003,KG,21,KG,EUR,65,95,41,68,CM
30c5e30f-5c4f-4088-9779-4e6a28da3f94,01J3B94G3T8AYZ7YMBB6KG4GC4,PH,Aluminum,83992bfb-0b94-4db7-8a34-103ffa4c127e,b0ec5851-269c-4573-8c19-40e73021a5e8,49349-346,KG,82,KG,PHP,86,93,74,55,CM
e852af8c-a3e8-45f1-84f7-4d0010dd5b88,01J3B94G3W08PKES6P65F7Y0AV,PT,Plexiglass,cf5733d1-a6f7-40ba-b4c4-27566627050c,6f551cc7-41c6-44e6-a9c2-10aca17c9e97,53034-404,KG,15,KG,EUR,49,72,9,29,CM
3c22f168-c9cf-4341-a65f-1afc0c6f8e7d,01J3B94G3XD8406XHC572Y2JE0,FI,Wood,e71f15f9-c87e-4a88-b983-87a1fb57227f,3172db3e-fa4c-4063-8f60-d0e1b824185b,49738-955,KG,60,KG,EUR,8,33,69,56,CM
d77d5bfe-2c87-4b49-8c24-2520194587e1,01J3B94G3Z85WWP4A0M6PYFTBW,ET,Rubber,2d1cc8b1-9b74-4e8e-8bd0-4e2eaf45eb9e,00175f30-c141-4fa0-b1d4-c273abf0fe81,65517-0013,KG,84,KG,ETB,54,79,46,80,CM
4197b9a1-e128-4966-98f9-842801996402,01J3B94G41024YC9W7Y031AGSK,CN,Granite,4496d586-5c50-42bf-9342-47314bce3525,2104e44d-d5be-47ce-8c28-734f6c6a8534,24236-412,KG,37,KG,CNY,5,83,48,51,CM
c84ae700-bce5-4ea5-865f-21bb68684723,01J3B94G42JZ2RGE6WSFS9QBP3,TN,Aluminum,0c472521-bd67-4f71-ae3e-0144b214bd35,42108f55-87a6-41c6-89b8-b86d06e04adf,76461-004,KG,37,KG,TND,54,75,52,1,CM
ba850642-c60b-4c1f-92b6-5805331f4739,01J3B94G44K6E6RYJQQF8JDDRC,AF,Aluminum,70de119b-5924-487d-9de9-553e4c909597,a14b6caa-d13c-406d-8d74-7016474bcd89,63868-995,KG,14,KG,AFN,4,76,39,11,CM
9153b88b-a977-44d3-9c37-dcbc727b1e7d,01J3B94G460QWQRYH79E9DN05W,RU,Rubber,69ba54e1-7e54-4138-a5d8-1af488e1ab46,97325925-2228-4517-bc38-2c2ff9c07032,19392-500,KG,88,KG,RUB,45,94,30,22,CM
4e977993-7718-47a0-a916-238b9ae99cb6,01J3B94G4MYQRC3539GZHPV2T9,CN,Plexiglass,ac5d239d-d118-404c-9e5a-a25014db084d,4649cbaf-e564-4677-899d-90ed0dba42c5,50436-3996,KG,31,KG,CNY,82,76,69,55,CM
4afdb06d-38b9-428b-ac95-45c95d63c2c9,01J3B94G4PV4YA0KNF8VHPFH50,CN,Brass,b4ba8150-78dd-4f3c-97ea-bd138760a2e8,bd2972c8-bb35-4af3-8757-0d7d9c5a97b1,68788-1966,KG,28,KG,CNY,82,85,35,88,CM
165b7dd0-90fe-4110-914b-956d85276389,01J3B94G4RMJ242F4EHEYPDEA5,PT,Wood,d744e6b4-b4ef-43e1-909a-253c6e2c75d0,71438c84-0deb-41df-bea6-eb21418070cc,54868-6227,KG,71,KG,EUR,8,58,53,27,CM
030c930e-de0d-4c77-af4e-1f2a66eadbf8,01J3B94G4T6VZ4BEEKY8BTES2X,BG,Stone,db1357b6-71cc-4c09-9637-635652c80052,01f64b16-b828-4f8c-92d0-a5fc66f91c60,50438-300,KG,69,KG,BGN,7,58,64,17,CM
63c36bdc-e446-40f5-9033-f0c15cf6cdd5,01J3B94G4WDHJAG9BFP23XDNH4,CN,Rubber,3aeed97b-9727-4c5e-8e66-c2dda802540a,5cc47f18-1732-48f0-ab97-e4a88329af5b,67345-0002,KG,12,KG,CNY,37,13,24,24,CM
4b9726f9-7dbe-4d1b-9560-4df355c09d7e,01J3B94G4Y2JWGMYFDYQZDD9XT,CN,Stone,ced7177a-30bc-4875-9f34-9be83b4ca464,6cf02458-d5e9-43ee-8659-125b4fb17365,50952-002,KG,94,KG,CNY,51,65,1,41,CM
538c8263-46a9-46bf-b119-316afdabdf20,01J3B94G500S0NEWT8DRJ43NRV,CN,Glass,89e78af2-3f90-43d5-ace1-2eb570806f68,1dd62c5b-be89-4e10-ae1a-589f15cd7b96,54575-150,KG,62,KG,CNY,54,13,45,8,CM
7dcbc4a6-4f99-4172-93d0-bd628dede105,01J3B94G52R6K6XBNCMBBQTX1C,UA,Plastic,76481d7d-00ea-41dc-b985-9fd7ecb4d604,0092b7eb-86e7-4907-89f8-15e24c8d740d,54123-914,KG,70,KG,UAH,80,68,57,13,CM
3ae037f6-5c23-447d-a2f7-a2aa3d9beb77,01J3B94G54BBR5FM4VXFWD3654,RU,Rubber,874360dc-8d9d-43d0-b4e7-29561c632c9b,2bfd0ff6-aca3-43a3-aa3e-11c569ac3874,0498-0020,KG,28,KG,RUB,5,65,38,22,CM
bb55b5b4-9e46-4a9b-aa77-07ed5ec54230,01J3B94G55DFJ689NSST8H1KDH,TZ,Brass,c3b5000b-40b1-4c70-86ba-de735a1b1cd5,1eb82414-1bea-4776-b062-bf979b269432,13537-031,KG,20,KG,TZS,82,29,26,43,CM
d993e64f-d9e6-4d07-8067-cb17b6296775,01J3B94G57275WKK3N02AVXPEV,RU,Steel,7d5c53b5-9b2c-483d-9295-ba74490f1a11,58104baf-77c0-4897-86d2-754044664c91,24385-988,KG,73,KG,RUB,99,27,63,43,CM
eabb4c9a-9035-4e2c-9d7f-a47ea0762eea,01J3B94G59VV6TWEDF29KEKKZC,CN,Steel,945c27c3-392b-4200-9e2a-bb279a4166f5,c35a7525-ce25-4ed1-aa7c-975a52b5cbc5,52959-428,KG,3,KG,CNY,3,46,95,40,CM
f20db6ad-04da-4b76-9e48-922618ef3378,01J3B94G5BKBG4YDASHXMJKEMV,PT,Brass,5ae512ed-d518-4ad0-9b2b-80ae8753de61,679cc149-cf80-471f-8ef6-8acf04772081,52125-452,KG,12,KG,EUR,81,20,79,26,CM
792bc322-27f4-44fb-9777-550db7a5e9c6,01J3B94G5D4DK7ZV08A4YZCWG1,AZ,Brass,60e0fc63-39dd-4ba3-aaf9-f00dadce9215,9f0ca0f1-350d-47d3-8e2d-cfde3217af4b,49371-023,KG,7,KG,AZN,64,76,9,7,CM
165d1988-8f52-424e-a2ee-559736d44df3,01J3B94G5EE1DJSMY54PWJRX6W,PT,Rubber,d0c9b3aa-29f2-4527-b88a-8ae6c0568c5b,72735f4e-c9ae-4051-b8bc-d0cc20dd20d3,65044-3449,KG,73,KG,EUR,73,7,96,45,CM
ee8f5d92-7841-4545-a8cf-0e636a7fb76d,01J3B94G5GRH0EPRDPGE4WC0DR,CN,Vinyl,b71445f3-6ec7-4875-933e-9acd688261f2,06e97083-dd83-44f7-860f-f6d239ad4358,54838-147,KG,2,KG,CNY,74,82,48,100,CM
4e22fd23-63d2-4ee7-9fbd-806407306530,01J3B94G5J4Z8A9R0E6WH0A64F,FR,Plastic,d8cf4e4b-ec5d-4911-ac26-14a7174364c3,9ae21e30-7b12-4070-a7e6-9c7868d2688f,54859-602,KG,73,KG,EUR,59,15,76,48,CM
8f1b4d0c-fa88-41b5-b74d-0fa43f23fd40,01J3B94G5MCZ8TVFS89JMBHG8X,BR,Plastic,c696ab73-73c3-433f-a535-4f608eee482e,55e10af1-cb80-4c6b-ad73-1982f8c5f05f,30142-227,KG,29,KG,BRL,88,13,49,57,CM
64b68f3a-4f7b-4e38-88b3-68d93e48af88,01J3B94G5PR8X1XJVCZ619SEG2,TN,Granite,d6863c46-6a5e-4b29-b371-a4d3a5b22314,64ba5aaa-0cab-42e3-972a-26164b91fe31,65862-361,KG,15,KG,TND,76,36,45,6,CM
fc0c427d-812d-409e-99f6-bb0e7b89259d,01J3B94G5RJGG83VQP2CAQMS05,FR,Plexiglass,32d40a5f-f859-4a69-b932-3b8acd757911,0e79adcb-f50e-44a8-9bf7-b4fbcf64cf5b,41595-5514,KG,59,KG,EUR,11,51,90,79,CM
237edbce-3709-4497-8518-16e497f0b3c0,01J3B94G5T9ZC6X9VW0HDM51D0,TH,Vinyl,138690bc-9b2a-48ed-b6ab-e7467b11fdfb,05a99743-a7d8-4cd3-9e79-025e7f94ef30,14783-247,KG,77,KG,THB,12,73,38,88,CM
b02aec23-dabc-47f3-aa32-f089ef296d60,01J3B94G5V0WFFB5SVZY82JQXV,CN,Plastic,ba198a9a-69a2-4182-92d0-e1c6acd7d631,947f22b2-a112-40e8-b1bc-280554c50a00,55154-7353,KG,47,KG,CNY,88,83,60,26,CM
b7f96967-1035-4817-994b-67c40a7afec4,01J3B94G5X2FEKH7VE83GD8Y1G,AZ,Brass,bdac825d-6166-401a-b4e2-86fb592e0acf,2736e318-cb4a-425a-b029-b90b1af4c7a5,37205-311,KG,13,KG,AZN,5,13,10,52,CM
d16dab98-ffbe-4009-9bbe-0a123398f32a,01J3B94G5Z7EDH53XZ2RRSFYBQ,ID,Stone,78a6b903-e72c-4e0b-95a1-d89ec44c4eba,1d468d4f-c5c2-412a-92a4-9061b2ee4e0a,67296-0377,KG,8,KG,IDR,51,23,67,98,CM
790b7ef0-b66c-42b5-a8c6-d6652e08900a,01J3B94G62TFCMZGEVMTJSDKAQ,PE,Glass,40d86e80-f0fb-43ca-ab29-ed5a8a8deb48,b4fd652a-aae5-4409-af86-e8cc76b5876c,37205-822,KG,60,KG,PEN,72,66,71,68,CM
68863a2a-49ed-49e4-90f5-ab3faae9ca2a,01J3B94G63WG2X5299313KCMM5,FI,Steel,4355c2f9-a800-478a-adf6-32918852258a,2eb33eae-0a01-4fa2-8c35-d233535db8a8,0268-1173,KG,55,KG,EUR,49,12,13,43,CM
9abfc511-0ff7-400e-9752-400abbbe5f79,01J3B94G65XSD5YMRZWPRBQKCF,GR,Vinyl,c10c0d09-e756-4a89-85f0-1c0fc35bbaf7,346260ee-e050-4b1f-8b03-f8e53ba39cff,76237-147,KG,15,KG,EUR,54,75,33,42,CM
a05a687a-ea03-4f4c-909f-573adbbe5aa9,01J3B94G6718Z5ARRSZTDAPP4G,CN,Rubber,4d0ab642-3196-43f2-9cfb-7e68e1c8071a,ca643871-e658-43ff-99dd-78a34b900cb8,0409-2339,KG,56,KG,CNY,84,30,54,53,CM
1d55c99d-7517-4853-9796-4af4a15d408e,01J3B94G69KNSDPHC3JPHDV93V,GB,Vinyl,43e9d6d8-91a4-44dd-bbe3-f932f6c59257,712f9926-652c-4bdd-ac1d-f29ce188eaa4,0327-0011,KG,16,KG,GBP,45,87,66,74,CM
633f44ba-fd35-4b6c-afcb-68d59993751d,01J3B94G6BKPZWVKYBR18PWYQP,PE,Steel,bbcc42d8-4ccc-4bcb-a9eb-6be5aa1188be,d5901a09-567c-4e2d-ae94-a528d47ccea9,0074-3290,KG,35,KG,PEN,20,76,86,58,CM
dff08635-c097-4888-ac10-313541813212,01J3B94G6D63RWQD2BVTPV7VV6,CN,Steel,665e6f6c-52df-405c-ae33-97718e123b57,baace540-f19e-4b2f-ad72-452413881173,43406-0043,KG,25,KG,CNY,14,76,33,18,CM
8cdfed25-1b4f-4156-b771-7c88965b8876,01J3B94G6F5X0FXNVX3CFY0B2V,PH,Rubber,491e8c4b-c1ef-4ca8-aede-353ef8b0d8d1,e9593bee-acc1-41ca-9f0a-ee1b5763a0cf,68703-036,KG,63,KG,PHP,30,6,29,51,CM
